Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month
200510,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,11106,Enplaned,11106,2005,October
200510,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10254,Enplaned,10254,2005,October
200510,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,62701,Deplaned,62701,2005,October
200510,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,63704,Enplaned,63704,2005,October
200510,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,11311,Enplaned,11311,2005,October
200510,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,12490,Enplaned,12490,2005,October
200510,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,6962,Enplaned,6962,2005,October
200510,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,4096,Enplaned,4096,2005,October
200510,Icelandair,FI,Icelandair,FI,International,Europe,Enplaned,Other,International,A,975,Enplaned,975,2005,October
200510,Independence Air,DH,Independence Air,DH,Domestic,US,Enplaned,Low Fare,International,A,4446,Enplaned,4446,2005,October
200510,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,7924,Enplaned,7924,2005,October
200510,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,9113,Enplaned,9113,2005,October
200510,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,3812,Enplaned,3812,2005,October
200510,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,19478,Enplaned,19478,2005,October
200510,Mesa Airlines,YV,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,1735,Enplaned,1735,2005,October
200510,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,7101,Enplaned,7101,2005,October
200510,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 1,A,1594,Deplaned,1594,2005,October
200510,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,46907,Deplaned,46907,2005,October
200510,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,6229,Deplaned,6229,2005,October
200510,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,11573,Deplaned,11573,2005,October
200510,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,14694,Deplaned,14694,2005,October
200510,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,6658,Deplaned,6658,2005,October
200510,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,102254,Deplaned,102254,2005,October
200510,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,3719,Deplaned,3719,2005,October
200510,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,3508,Deplaned,3508,2005,October
200510,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,G,3527,Deplaned,3527,2005,October
200510,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,A,38737,Deplaned,38737,2005,October
200510,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,36058,Deplaned,36058,2005,October
200510,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,52157,Deplaned,52157,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,E,56427,Deplaned,56427,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Low Fare,Terminal 3,E,56155,Enplaned,56155,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,483,Thru / Transit * 2,966,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,355445,Enplaned,355445,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,63128,Deplaned,63128,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,3354,Thru / Transit * 2,6708,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,9056,Enplaned,9056,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,10103,Deplaned,10103,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,40,Thru / Transit * 2,80,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,26955,Enplaned,26955,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,7347,Deplaned,7347,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,230,Thru / Transit * 2,460,2005,October
200510,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,9751,Enplaned,9751,2005,October
200510,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,1458,Enplaned,1458,2005,October
200511,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,17376,Enplaned,17376,2005,November
200511,ATA Airlines,TZ,ATA Airlines,TZ,International,Canada,Deplaned,Low Fare,International,A,284,Deplaned,284,2005,November
200511,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Other,Terminal 1,B,18143,Deplaned,18143,2005,November
200511,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,4550,Deplaned,4550,2005,November
200511,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,7121,Deplaned,7121,2005,November
200511,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,4085,Deplaned,4085,2005,November
200511,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,International,A,5892,Deplaned,5892,2005,November
200511,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,31136,Deplaned,31136,2005,November
200511,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,International,A,3923,Thru / Transit * 2,7846,2005,November
200511,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,International,A,5889,Enplaned,5889,2005,November
200511,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,10845,Deplaned,10845,2005,November
200511,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,1253,Thru / Transit * 2,2506,2005,November
200511,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,5304,Enplaned,5304,2005,November
200511,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,135008,Enplaned,135008,2005,November
200511,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,4409,Enplaned,4409,2005,November
200511,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,4569,Enplaned,4569,2005,November
200511,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,15554,Enplaned,15554,2005,November
200511,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,10097,Enplaned,10097,2005,November
200511,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10234,Enplaned,10234,2005,November
200511,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,55102,Deplaned,55102,2005,November
200511,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,58191,Enplaned,58191,2005,November
200511,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,11792,Enplaned,11792,2005,November
200511,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,12922,Enplaned,12922,2005,November
200511,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7195,Enplaned,7195,2005,November
200511,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,4472,Enplaned,4472,2005,November
200511,Independence Air,DH,Independence Air,DH,Domestic,US,Enplaned,Low Fare,International,A,1790,Enplaned,1790,2005,November
200511,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,8103,Enplaned,8103,2005,November
200511,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,7110,Enplaned,7110,2005,November
200511,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,4409,Enplaned,4409,2005,November
200511,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,15229,Enplaned,15229,2005,November
200511,Mesa Airlines,YV,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,1441,Enplaned,1441,2005,November
200511,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,8184,Enplaned,8184,2005,November
200511,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 1,A,2537,Enplaned,2537,2005,November
200511,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,46200,Enplaned,46200,2005,November
200511,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Other,International,A,5965,Enplaned,5965,2005,November
200511,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,8086,Enplaned,8086,2005,November
200604,Mesa Airlines,YV,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,1253,Enplaned,1253,2006,April
200511,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,6431,Deplaned,6431,2005,November
200511,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,90860,Deplaned,90860,2005,November
200511,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,3046,Deplaned,3046,2005,November
200511,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,3868,Deplaned,3868,2005,November
200511,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,G,4105,Deplaned,4105,2005,November
200511,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,A,27469,Deplaned,27469,2005,November
200511,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,33531,Deplaned,33531,2005,November
200511,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,46958,Deplaned,46958,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,E,58938,Deplaned,58938,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,380704,Deplaned,380704,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,7299,Thru / Transit * 2,14598,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,60797,Enplaned,60797,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,7591,Deplaned,7591,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,1411,Thru / Transit * 2,2822,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,7651,Enplaned,7651,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,21996,Deplaned,21996,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,609,Thru / Transit * 2,1218,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,9649,Enplaned,9649,2005,November
200511,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,8021,Deplaned,8021,2005,November
200511,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,1268,Deplaned,1268,2005,November
200512,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,15373,Deplaned,15373,2005,December
200512,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,2402,Thru / Transit * 2,4804,2005,December
200512,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Other,Terminal 1,B,19481,Enplaned,19481,2005,December
200512,Air Canada Jazz,QK,Air Canada ,AC,International,Canada,Enplaned,Other,Terminal 1,B,509,Enplaned,509,2005,December
200512,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,3543,Enplaned,3543,2005,December
200512,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,7456,Enplaned,7456,2005,December
200512,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,6473,Enplaned,6473,2005,December
200512,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,International,A,5844,Enplaned,5844,2005,December
200512,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,35412,Enplaned,35412,2005,December
200512,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Other,International,A,6655,Deplaned,6655,2005,December
200512,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,International,A,147,Thru / Transit * 2,294,2005,December
200512,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,1737,Thru / Transit * 2,3474,2005,December
200512,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,5895,Enplaned,5895,2005,December
200512,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,130393,Enplaned,130393,2005,December
200512,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,4313,Enplaned,4313,2005,December
200512,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,5020,Enplaned,5020,2005,December
200512,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,15271,Enplaned,15271,2005,December
200512,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,10442,Enplaned,10442,2005,December
200512,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,11506,Enplaned,11506,2005,December
200512,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,54864,Deplaned,54864,2005,December
200512,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,57401,Enplaned,57401,2005,December
200512,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,12336,Enplaned,12336,2005,December
200512,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,13049,Enplaned,13049,2005,December
200512,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7602,Enplaned,7602,2005,December
200512,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,4462,Enplaned,4462,2005,December
200512,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,9192,Enplaned,9192,2005,December
200512,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,7237,Enplaned,7237,2005,December
200604,Mesa Airlines,YV,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,1133,Deplaned,1133,2006,April
200512,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,14696,Deplaned,14696,2005,December
200512,Mesa Airlines,YV,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,1158,Deplaned,1158,2005,December
200512,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,5890,Deplaned,5890,2005,December
200512,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 1,B,1739,Deplaned,1739,2005,December
200512,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,46348,Deplaned,46348,2005,December
200512,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,6331,Deplaned,6331,2005,December
200512,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,7623,Deplaned,7623,2005,December
200512,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,16877,Deplaned,16877,2005,December
200512,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,4376,Deplaned,4376,2005,December
200512,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,90313,Deplaned,90313,2005,December
200512,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,3188,Deplaned,3188,2005,December
200512,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,4318,Deplaned,4318,2005,December
200512,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,G,5371,Deplaned,5371,2005,December
200512,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,29880,Deplaned,29880,2005,December
200512,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,33736,Enplaned,33736,2005,December
200512,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,47525,Deplaned,47525,2005,December
200512,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,E,58428,Deplaned,58428,2005,December
